subj,session,run,run_trial,context,cue_idx,cue,context_switch,cue_switch,hue_switch,ori_switch,hue,ori,congruent,hue_diff,ori_diff,hue_prop,ori_prop,hue_strength,ori_strength,context_prop,context_strength,iti_trs,iti,break,trial_time_tr,cue_time,stim_time,target_response,context_diff,distract_diff,distract_strength,distract_prop,cue_onset,stim_onset,correct,rt,response,key,stim_frames,dropped_frames,answered,log_switch_lag,log_switch_surprise
ti03,b,10,48,ori,1,4,True,True,ori,ori,red,right,False,hard,hard,0.47,0.59,0.03,0.09,0.59,0.09,5,3.6,True,365.0,262.82,263.52,True,hard,hard,0.03,0.47,262.815190077,263.532040119,True,2.33527398109,1.0,9.0,140,0,True,0.0,0.0
ti03,b,10,49,ori,1,4,False,False,ori,ori,green,left,False,easy,easy,0.68,0.28,0.18,0.22,0.28,0.22,3,2.16,False,376.0,270.74,271.44,False,easy,easy,0.18,0.68,270.717581034,271.451095104,True,1.86764907837,0.0,4.0,112,0,True,0.69314718056,0.0
ti03,b,10,50,hue,1,5,True,True,hue,hue,green,left,False,hard,hard,0.53,0.41,0.03,0.09,0.53,0.03,6,4.32,False,385.0,277.22,277.92,True,hard,hard,0.09,0.41,277.202600002,277.919692993,True,1.21960997581,1.0,9.0,74,0,True,0.0,0.0
ti03,b,10,51,hue,0,6,False,True,hue,hue,red,right,False,hard,easy,0.47,0.72,0.03,0.22,0.47,0.03,0,0.0,False,397.0,285.86,286.56,False,hard,easy,0.22,0.72,285.838820934,286.572395086,False,1.70189499855,1.0,9.0,102,0,True,0.69314718056,0.0
ti03,b,10,52,hue,0,6,False,False,hue,hue,red,right,False,easy,hard,0.32,0.59,0.18,0.09,0.32,0.18,5,3.6,False,403.0,290.18,290.88,False,easy,hard,0.09,0.59,290.156517029,290.890295029,True,0.734288930893,0.0,4.0,44,0,True,1.09861228867,0.0
ti03,b,10,53,ori,1,4,True,True,ori,ori,green,right,True,hard,hard,0.53,0.59,0.03,0.09,0.59,0.09,1,0.72,False,414.0,298.1,298.8,True,hard,hard,0.03,0.53,298.075737953,298.809420109,True,2.45404911041,1.0,9.0,148,0,True,0.0,0.69314718056
ti03,b,10,54,hue,1,5,True,True,hue,hue,green,right,True,easy,hard,0.68,0.59,0.18,0.09,0.68,0.18,4,2.88,False,421.0,303.14,303.84,True,easy,hard,0.09,0.59,303.127255917,303.844072104,True,1.02005791664,1.0,9.0,62,0,True,0.0,0.0
ti03,b,10,55,ori,1,4,True,True,ori,ori,red,left,True,easy,hard,0.32,0.41,0.18,0.09,0.41,0.09,4,2.88,False,431.0,310.34,311.04,False,hard,easy,0.18,0.32,310.329351902,311.046339035,True,1.40176796913,0.0,4.0,84,0,True,0.0,0.0
ti03,b,10,56,hue,0,6,True,True,hue,hue,red,left,True,easy,easy,0.32,0.28,0.18,0.22,0.32,0.18,0,0.0,False,441.0,317.54,318.24,False,easy,easy,0.22,0.28,317.515027046,318.248496056,True,1.55110907555,0.0,4.0,93,0,True,0.0,0.0
ti03,b,10,57,hue,1,5,False,True,hue,hue,red,left,True,easy,easy,0.32,0.28,0.18,0.22,0.32,0.18,0,0.0,False,447.0,321.86,322.56,False,easy,easy,0.22,0.28,321.849508047,322.566720963,True,0.701140165329,0.0,4.0,42,0,True,0.69314718056,0.0
ti03,b,10,58,ori,0,3,True,True,ori,ori,green,left,False,hard,easy,0.53,0.28,0.03,0.22,0.28,0.22,2,1.44,False,453.0,326.18,326.88,False,easy,hard,0.03,0.53,326.167546988,326.88449192,True,1.03436803818,0.0,4.0,62,0,True,0.0,0.0
ti03,b,10,59,ori,1,4,False,True,ori,ori,red,right,False,easy,hard,0.32,0.59,0.18,0.09,0.59,0.09,8,5.76,False,461.0,331.94,332.64,True,hard,easy,0.18,0.32,331.919153929,332.653017998,False,1.0842859745,0.0,4.0,65,0,True,0.69314718056,0.0
ti03,b,10,60,hue,0,6,True,True,hue,hue,green,left,False,easy,easy,0.68,0.28,0.18,0.22,0.68,0.18,2,1.44,False,475.0,342.02,342.72,True,easy,easy,0.22,0.28,342.005574942,342.722774982,True,0.901558160782,1.0,9.0,54,0,True,0.0,0.0
ti03,b,10,61,ori,1,4,True,True,ori,ori,green,right,True,easy,easy,0.68,0.72,0.18,0.22,0.72,0.22,1,0.72,False,483.0,347.78,348.48,True,easy,easy,0.18,0.68,347.757420063,348.491137981,True,1.55227613449,1.0,9.0,93,0,True,0.0,0.0
ti03,b,10,62,hue,1,5,True,True,hue,hue,red,left,True,easy,hard,0.32,0.41,0.18,0.09,0.32,0.18,1,0.72,False,490.0,352.82,353.52,False,easy,hard,0.09,0.41,352.792323112,353.525983095,True,1.05110096931,0.0,4.0,63,0,True,0.0,0.0
ti03,b,10,63,hue,0,6,False,True,hue,hue,green,left,False,hard,easy,0.53,0.28,0.03,0.22,0.53,0.03,0,0.0,False,497.0,357.86,358.56,True,hard,easy,0.22,0.28,357.843801975,358.560835123,True,0.749752998352,1.0,9.0,45,0,True,0.69314718056,0.0
ti03,b,11,0,ori,1,4,True,True,ori,ori,green,right,True,easy,hard,0.68,0.59,0.18,0.09,0.59,0.09,3,2.16,False,0.0,0.02,0.72,True,hard,easy,0.18,0.68,0.00491905212402,0.713799953461,True,1.28409099579,1.0,9.0,77,0,True,0.0,0.0
ti03,b,11,1,hue,0,6,True,True,hue,hue,red,left,True,hard,easy,0.47,0.28,0.03,0.22,0.47,0.03,3,2.16,False,9.0,6.5,7.2,False,hard,easy,0.22,0.28,6.48207998276,7.19925713539,False,1.51681017876,1.0,9.0,91,0,True,0.0,0.0
ti03,b,11,2,hue,1,5,False,True,hue,hue,green,left,False,hard,hard,0.53,0.41,0.03,0.09,0.53,0.03,4,2.88,False,18.0,12.98,13.68,True,hard,hard,0.09,0.41,12.9676320553,13.6844820976,True,1.21674013138,1.0,9.0,73,0,True,0.69314718056,0.0
ti03,b,11,3,hue,0,6,False,True,hue,hue,green,left,False,hard,easy,0.53,0.28,0.03,0.22,0.53,0.03,0,0.0,False,28.0,20.18,20.88,True,hard,easy,0.22,0.28,20.1530900002,20.8864591122,True,1.15083599091,1.0,9.0,69,0,True,1.09861228867,0.0
ti03,b,11,4,ori,0,3,True,True,ori,ori,green,left,False,hard,hard,0.53,0.41,0.03,0.09,0.41,0.09,1,0.72,False,34.0,24.5,25.2,False,hard,hard,0.03,0.53,24.4875910282,25.2047719955,True,0.751923084259,0.0,4.0,46,0,True,0.0,0.69314718056
ti03,b,11,5,hue,0,6,True,True,hue,hue,red,left,True,easy,easy,0.32,0.28,0.18,0.22,0.32,0.18,1,0.72,False,41.0,29.54,30.24,False,easy,easy,0.22,0.28,29.5225801468,30.2397210598,True,0.784119844437,0.0,4.0,47,0,True,0.0,0.0
ti03,b,11,6,ori,0,3,True,True,ori,ori,green,right,True,hard,hard,0.53,0.59,0.03,0.09,0.59,0.09,0,0.0,False,48.0,34.58,35.28,True,hard,hard,0.03,0.53,34.5572731495,35.291118145,True,1.03307700157,1.0,9.0,62,0,True,0.0,0.0
ti03,b,11,7,hue,0,6,True,True,hue,hue,green,right,True,easy,easy,0.68,0.72,0.18,0.22,0.68,0.18,2,1.44,False,54.0,38.9,39.6,True,easy,easy,0.22,0.72,38.875177145,39.6089169979,True,1.41769599915,1.0,9.0,85,0,True,0.0,0.0
ti03,b,11,8,ori,1,4,True,True,ori,ori,red,right,False,easy,hard,0.32,0.59,0.18,0.09,0.59,0.09,0,0.0,False,62.0,44.66,45.36,True,hard,easy,0.18,0.32,44.6436731815,45.360776186,True,1.08410096169,1.0,9.0,65,0,True,0.0,0.0
ti03,b,11,9,ori,1,4,False,False,ori,ori,red,right,False,easy,easy,0.32,0.72,0.18,0.22,0.72,0.22,5,3.6,False,68.0,48.98,49.68,True,easy,easy,0.18,0.32,48.9616429806,49.6952910423,True,0.766753911972,1.0,9.0,46,0,True,0.69314718056,0.0
ti03,b,11,10,ori,0,3,False,True,ori,ori,red,left,True,hard,hard,0.47,0.41,0.03,0.09,0.41,0.09,0,0.0,False,79.0,56.9,57.6,False,hard,hard,0.03,0.47,56.8805921078,57.6143910885,True,1.10017681122,0.0,4.0,66,0,True,1.09861228867,0.0
ti03,b,11,11,ori,0,3,False,False,ori,ori,green,right,True,easy,hard,0.68,0.59,0.18,0.09,0.59,0.09,0,0.0,False,85.0,61.22,61.92,True,hard,easy,0.18,0.68,61.1987860203,61.9322559834,True,0.633276939392,1.0,9.0,38,0,True,1.38629436112,0.69314718056
ti03,b,11,12,ori,1,4,False,True,ori,ori,green,right,True,hard,hard,0.53,0.59,0.03,0.09,0.59,0.09,0,0.0,False,91.0,65.54,66.24,True,hard,hard,0.03,0.53,65.5167169571,66.2503380775,True,0.818630218506,1.0,9.0,49,0,True,1.60943791243,1.09861228867
ti03,b,11,13,hue,1,5,True,True,hue,hue,green,right,True,hard,easy,0.53,0.72,0.03,0.22,0.53,0.03,1,0.72,False,97.0,69.86,70.56,True,hard,easy,0.22,0.72,69.8347561359,70.5681941509,True,1.78485584259,1.0,9.0,107,0,True,0.0,1.38629436112
ti03,b,11,14,ori,0,3,True,True,ori,ori,green,left,False,easy,easy,0.68,0.28,0.18,0.22,0.28,0.22,7,5.04,False,104.0,74.9,75.6,False,easy,easy,0.18,0.68,74.8859791756,75.6032450199,True,1.05121588707,0.0,4.0,63,0,True,0.0,0.0
ti03,b,11,15,ori,0,3,False,False,ori,ori,red,left,True,easy,hard,0.32,0.41,0.18,0.09,0.41,0.09,1,0.72,False,117.0,84.26,84.96,False,hard,easy,0.18,0.32,84.2391011715,84.9724881649,True,1.46809005737,0.0,4.0,88,0,True,0.69314718056,0.0
ti03,b,11,16,ori,0,3,False,False,ori,ori,red,right,False,hard,hard,0.47,0.59,0.03,0.09,0.59,0.09,3,2.16,True,124.0,89.3,90.0,True,hard,hard,0.03,0.47,89.2738339901,90.0076861382,True,0.783845186234,1.0,9.0,47,0,True,1.09861228867,0.0
ti03,b,11,17,hue,1,5,True,True,hue,hue,red,left,True,easy,easy,0.32,0.28,0.18,0.22,0.32,0.18,1,0.72,False,133.0,95.78,96.48,False,easy,easy,0.22,0.28,95.7591691017,96.4926991463,True,0.984173059464,0.0,4.0,59,0,True,0.0,0.69314718056
ti03,b,11,18,hue,0,6,False,True,hue,hue,red,right,False,easy,easy,0.32,0.72,0.18,0.22,0.32,0.18,9,6.48,False,140.0,100.82,101.52,False,easy,easy,0.22,0.72,100.79381609,101.527572155,True,1.25119304657,0.0,4.0,75,0,True,0.69314718056,0.0
ti03,b,11,19,hue,0,6,False,False,hue,hue,green,right,True,hard,easy,0.53,0.72,0.03,0.22,0.53,0.03,2,1.44,False,155.0,111.62,112.32,True,hard,easy,0.22,0.72,111.597218037,112.330929995,True,0.801229000092,1.0,9.0,48,0,True,1.09861228867,0.0
ti03,b,11,20,ori,1,4,True,True,ori,ori,red,left,True,hard,easy,0.47,0.28,0.03,0.22,0.28,0.22,1,0.72,False,163.0,117.38,118.08,False,easy,hard,0.03,0.47,117.36562109,118.082726002,True,1.31771087646,0.0,4.0,79,0,True,0.0,0.69314718056
ti03,b,11,21,ori,0,3,False,True,ori,ori,green,left,False,hard,easy,0.53,0.28,0.03,0.22,0.28,0.22,2,1.44,False,170.0,122.42,123.12,False,easy,hard,0.03,0.53,122.400599957,123.134154081,True,0.768082857132,0.0,4.0,46,0,True,0.69314718056,0.0
ti03,b,11,22,ori,1,4,False,True,ori,ori,green,left,False,hard,easy,0.53,0.28,0.03,0.22,0.28,0.22,1,0.72,False,178.0,128.18,128.88,False,easy,hard,0.03,0.53,128.169053078,128.885746956,True,0.850904941559,0.0,4.0,51,0,True,1.09861228867,0.0
ti03,b,11,23,ori,0,3,False,True,ori,ori,green,right,True,easy,easy,0.68,0.72,0.18,0.22,0.72,0.22,2,1.44,False,185.0,133.22,133.92,True,easy,easy,0.18,0.68,133.203758001,133.920556068,True,1.75104904175,1.0,9.0,105,0,True,1.38629436112,0.69314718056
ti03,b,11,24,hue,1,5,True,True,hue,hue,red,left,True,easy,hard,0.32,0.41,0.18,0.09,0.32,0.18,2,1.44,False,193.0,138.98,139.68,False,easy,hard,0.09,0.41,138.95560503,139.689042091,True,0.934638023376,0.0,4.0,56,0,True,0.0,1.09861228867
ti03,b,11,25,hue,1,5,False,False,hue,hue,red,left,True,hard,easy,0.47,0.28,0.03,0.22,0.47,0.03,0,0.0,False,201.0,144.74,145.44,False,hard,easy,0.22,0.28,144.723973989,145.440768957,False,1.13452291489,1.0,9.0,68,0,True,0.69314718056,0.0
ti03,b,11,26,hue,1,5,False,False,hue,hue,red,right,False,easy,easy,0.32,0.72,0.18,0.22,0.32,0.18,6,4.32,False,207.0,149.06,149.76,False,easy,easy,0.22,0.72,149.04197216,149.77534914,True,0.834408044815,0.0,4.0,50,0,True,1.09861228867,0.0
ti03,b,11,27,ori,1,4,True,True,ori,ori,red,left,True,hard,hard,0.47,0.41,0.03,0.09,0.41,0.09,0,0.0,False,219.0,157.7,158.4,False,hard,hard,0.03,0.47,157.677666187,158.411508083,True,1.46737003326,0.0,4.0,88,0,True,0.0,0.69314718056
ti03,b,11,28,hue,0,6,True,True,hue,hue,green,left,False,easy,hard,0.68,0.41,0.18,0.09,0.68,0.18,3,2.16,False,225.0,162.02,162.72,True,easy,hard,0.09,0.41,161.995764971,162.729324102,True,0.850654840469,1.0,9.0,51,0,True,0.0,0.0
ti03,b,11,29,hue,0,6,False,False,hue,hue,red,right,False,hard,easy,0.47,0.72,0.03,0.22,0.47,0.03,1,0.72,False,234.0,168.5,169.2,False,hard,easy,0.22,0.72,168.481196165,169.214656115,False,1.9519340992,1.0,9.0,117,0,True,0.69314718056,0.0
ti03,b,11,30,ori,1,4,True,True,ori,ori,green,right,True,hard,easy,0.53,0.72,0.03,0.22,0.72,0.22,0,0.0,False,241.0,173.54,174.24,True,easy,hard,0.03,0.53,173.515933037,174.249675035,True,1.40050005913,1.0,9.0,84,0,True,0.0,0.0
ti03,b,11,31,ori,1,4,False,False,ori,ori,green,right,True,easy,easy,0.68,0.72,0.18,0.22,0.72,0.22,1,0.72,False,247.0,177.86,178.56,True,easy,easy,0.18,0.68,177.833791971,178.567553997,True,1.63489508629,1.0,9.0,98,0,True,0.69314718056,0.0
ti03,b,11,32,hue,1,5,True,True,hue,hue,green,left,False,easy,easy,0.68,0.28,0.18,0.22,0.68,0.18,0,0.0,True,254.0,182.9,183.6,True,easy,easy,0.22,0.28,182.885375977,183.602154016,True,0.818114995956,1.0,9.0,49,0,True,0.0,0.0
ti03,b,11,33,hue,0,6,False,True,hue,hue,red,right,False,hard,hard,0.47,0.59,0.03,0.09,0.47,0.03,2,1.44,False,260.0,187.22,187.92,False,hard,hard,0.09,0.59,187.203472137,187.920084953,False,2.21907901764,1.0,9.0,133,0,True,0.69314718056,0.0
ti03,b,11,34,ori,1,4,True,True,ori,ori,green,left,False,easy,hard,0.68,0.41,0.18,0.09,0.41,0.09,0,0.0,False,268.0,192.98,193.68,False,hard,easy,0.18,0.68,192.955057144,193.688611984,True,2.45179915428,0.0,4.0,147,0,True,0.0,0.0
ti03,b,11,35,hue,1,5,True,True,hue,hue,green,right,True,easy,hard,0.68,0.59,0.18,0.09,0.68,0.18,1,0.72,False,274.0,197.3,198.0,True,easy,hard,0.09,0.59,197.273122072,198.006570101,True,0.684794902802,1.0,9.0,41,0,True,0.0,0.0
ti03,b,11,36,hue,0,6,False,True,hue,hue,green,right,True,hard,hard,0.53,0.59,0.03,0.09,0.53,0.03,5,3.6,False,281.0,202.34,203.04,True,hard,hard,0.09,0.59,202.324599028,203.041721106,True,0.667829036713,1.0,9.0,40,0,True,0.69314718056,0.0
ti03,b,11,37,ori,0,3,True,True,ori,ori,red,right,False,easy,easy,0.32,0.72,0.18,0.22,0.72,0.22,2,1.44,False,292.0,210.26,210.96,True,easy,easy,0.18,0.32,210.24371314,210.960522175,True,0.900977134705,1.0,9.0,54,0,True,0.0,0.0
ti03,b,11,38,ori,0,3,False,False,ori,ori,red,right,False,easy,hard,0.32,0.59,0.18,0.09,0.59,0.09,0,0.0,False,300.0,216.02,216.72,True,hard,easy,0.18,0.32,215.99524498,216.728955984,True,1.5533850193,1.0,9.0,94,0,True,0.69314718056,0.0
ti03,b,11,39,hue,1,5,True,True,hue,hue,red,right,False,easy,hard,0.32,0.59,0.18,0.09,0.32,0.18,1,0.72,False,306.0,220.34,221.04,False,easy,hard,0.09,0.59,220.330094099,221.047075987,True,1.26776313782,0.0,4.0,76,0,True,0.0,0.0
ti03,b,11,40,hue,1,5,False,False,hue,hue,red,right,False,hard,easy,0.47,0.72,0.03,0.22,0.47,0.03,2,1.44,False,313.0,225.38,226.08,False,hard,easy,0.22,0.72,225.364989042,226.081869125,False,0.788214921951,1.0,9.0,48,0,True,0.69314718056,0.0
ti03,b,11,41,ori,0,3,True,True,ori,ori,green,left,False,easy,hard,0.68,0.41,0.18,0.09,0.41,0.09,3,2.16,False,321.0,231.14,231.84,False,hard,easy,0.18,0.68,231.116785049,231.849941015,True,1.18466281891,0.0,4.0,71,0,True,0.0,0.0
ti03,b,11,42,ori,0,3,False,False,ori,ori,green,right,True,hard,easy,0.53,0.72,0.03,0.22,0.72,0.22,4,2.88,False,330.0,237.62,238.32,True,easy,hard,0.03,0.53,237.601912022,238.335561037,True,2.26903104782,1.0,9.0,136,0,True,0.69314718056,0.0
ti03,b,11,43,hue,1,5,True,True,hue,hue,green,left,False,hard,easy,0.53,0.28,0.03,0.22,0.53,0.03,0,0.0,False,340.0,244.82,245.52,True,hard,easy,0.22,0.28,244.804087162,245.520972967,True,1.08679699898,1.0,9.0,66,0,True,0.0,0.0
ti03,b,11,44,ori,1,4,True,True,ori,ori,red,right,False,hard,easy,0.47,0.72,0.03,0.22,0.72,0.22,3,2.16,False,346.0,249.14,249.84,True,easy,hard,0.03,0.47,249.122251987,249.838809967,True,1.85136914253,1.0,9.0,111,0,True,0.0,0.0
ti03,b,11,45,hue,1,5,True,True,hue,hue,green,right,True,hard,hard,0.53,0.59,0.03,0.09,0.53,0.03,0,0.0,False,355.0,255.62,256.32,True,hard,hard,0.09,0.59,255.607428074,256.324169159,False,2.05144190788,0.0,4.0,123,0,True,0.0,0.0
ti03,b,11,46,ori,0,3,True,True,ori,ori,red,left,True,hard,easy,0.47,0.28,0.03,0.22,0.28,0.22,0,0.0,False,361.0,259.94,260.64,False,easy,hard,0.03,0.47,259.925186157,260.642146111,True,1.76805186272,0.0,4.0,106,0,True,0.0,0.0
ti03,b,11,47,ori,1,4,False,True,ori,ori,red,right,False,hard,hard,0.47,0.59,0.03,0.09,0.59,0.09,1,0.72,False,367.0,264.26,264.96,True,hard,hard,0.03,0.47,264.243189096,264.960123062,False,1.43447399139,0.0,4.0,86,0,True,0.69314718056,0.0
ti03,b,11,48,hue,1,5,True,True,hue,hue,red,right,False,hard,hard,0.47,0.59,0.03,0.09,0.47,0.03,6,4.32,True,374.0,269.3,270.0,False,hard,hard,0.09,0.59,269.278256178,270.011659145,True,2.41825509071,0.0,4.0,145,0,True,0.0,0.0
ti03,b,11,49,hue,1,5,False,False,hue,hue,green,left,False,easy,hard,0.68,0.41,0.18,0.09,0.68,0.18,5,3.6,False,386.0,277.94,278.64,True,easy,hard,0.09,0.41,277.914025068,278.647674084,True,0.70143198967,1.0,9.0,42,0,True,0.69314718056,0.0
ti03,b,11,50,hue,1,5,False,False,hue,hue,red,left,True,hard,hard,0.47,0.41,0.03,0.09,0.47,0.03,0,0.0,False,397.0,285.86,286.56,False,hard,hard,0.09,0.41,285.849735975,286.566687107,True,1.96795606613,0.0,4.0,118,0,True,1.09861228867,0.0
ti03,b,11,51,hue,0,6,False,True,hue,hue,red,left,True,hard,hard,0.47,0.41,0.03,0.09,0.47,0.03,0,0.0,False,403.0,290.18,290.88,False,hard,hard,0.09,0.41,290.16783309,290.884664059,True,0.836030006409,0.0,4.0,51,0,True,1.38629436112,0.69314718056
ti03,b,11,52,ori,1,4,True,True,ori,ori,green,left,False,hard,hard,0.53,0.41,0.03,0.09,0.41,0.09,1,0.72,False,409.0,294.5,295.2,False,hard,hard,0.03,0.53,294.485655069,295.202906132,True,2.23477292061,0.0,4.0,134,0,True,0.0,1.09861228867
ti03,b,11,53,ori,0,3,False,True,ori,ori,red,left,True,easy,easy,0.32,0.28,0.18,0.22,0.28,0.22,8,5.76,False,416.0,299.54,300.24,False,easy,easy,0.18,0.32,299.520702124,300.254266977,True,1.70113420486,0.0,4.0,102,0,True,0.69314718056,0.0
ti03,b,11,54,ori,0,3,False,False,ori,ori,red,right,False,hard,easy,0.47,0.72,0.03,0.22,0.72,0.22,4,2.88,False,430.0,309.62,310.32,True,easy,hard,0.03,0.47,309.606914043,310.323840141,True,0.868765115738,1.0,9.0,52,0,True,1.09861228867,0.0
ti03,b,11,55,hue,0,6,True,True,hue,hue,green,left,False,easy,easy,0.68,0.28,0.18,0.22,0.68,0.18,1,0.72,False,440.0,316.82,317.52,True,easy,easy,0.22,0.28,316.808967113,317.526179075,True,0.984982967377,1.0,9.0,59,0,True,0.0,0.69314718056
ti03,b,11,56,ori,1,4,True,True,ori,ori,red,left,True,easy,easy,0.32,0.28,0.18,0.22,0.28,0.22,2,1.44,False,447.0,321.86,322.56,False,easy,easy,0.18,0.32,321.843976021,322.560871124,True,2.16803693771,0.0,4.0,130,0,True,0.0,0.0
ti03,b,11,57,hue,0,6,True,True,hue,hue,red,right,False,easy,hard,0.32,0.59,0.18,0.09,0.32,0.18,0,0.0,False,455.0,327.62,328.32,False,easy,hard,0.09,0.59,327.595869064,328.329509974,True,1.0174779892,0.0,4.0,61,0,True,0.0,0.0
ti03,b,11,58,hue,1,5,False,True,hue,hue,green,right,True,easy,easy,0.68,0.72,0.18,0.22,0.68,0.18,0,0.0,False,461.0,331.94,332.64,True,easy,easy,0.22,0.72,331.930346012,332.647114992,True,1.03465795517,1.0,9.0,62,0,True,0.69314718056,0.0
ti03,b,11,59,hue,0,6,False,True,hue,hue,red,left,True,easy,hard,0.32,0.41,0.18,0.09,0.32,0.18,4,2.88,False,467.0,336.26,336.96,False,easy,hard,0.09,0.41,336.23183012,336.965106964,True,0.934571027756,0.0,4.0,56,0,True,1.09861228867,0.0
ti03,b,11,60,hue,0,6,False,False,hue,hue,green,left,False,hard,hard,0.53,0.41,0.03,0.09,0.53,0.03,0,0.0,False,477.0,343.46,344.16,True,hard,hard,0.09,0.41,343.433976173,344.167576075,False,2.25135993958,0.0,4.0,135,0,True,1.38629436112,0.69314718056
ti03,b,11,61,hue,0,6,False,False,hue,hue,green,right,True,easy,hard,0.68,0.59,0.18,0.09,0.68,0.18,0,0.0,False,483.0,347.78,348.48,True,easy,hard,0.09,0.59,347.751927137,348.485491991,True,0.81747508049,1.0,9.0,49,0,True,1.60943791243,1.09861228867
ti03,b,11,62,ori,1,4,True,True,ori,ori,red,left,True,easy,hard,0.32,0.41,0.18,0.09,0.41,0.09,2,1.44,False,489.0,352.1,352.8,False,hard,easy,0.18,0.32,352.086603165,352.80312705,True,0.801356077194,0.0,4.0,48,0,True,0.0,1.38629436112
ti03,b,11,63,ori,1,4,False,False,ori,ori,green,left,False,easy,easy,0.68,0.28,0.18,0.22,0.28,0.22,0,0.0,False,497.0,357.86,358.56,False,easy,easy,0.18,0.68,357.838168144,358.571771145,True,0.703232049942,0.0,4.0,43,0,True,0.69314718056,0.0
ti03,b,12,0,hue,0,6,True,True,hue,hue,red,right,False,hard,hard,0.47,0.59,0.03,0.09,0.47,0.03,3,2.16,False,0.0,0.02,0.72,False,hard,hard,0.09,0.59,0.00505614280701,0.714147090912,False,1.08370399475,1.0,9.0,65,0,True,0.0,0.0
ti03,b,12,1,hue,0,6,False,False,hue,hue,red,right,False,easy,hard,0.32,0.59,0.18,0.09,0.32,0.18,2,1.44,False,9.0,6.5,7.2,False,easy,hard,0.09,0.59,6.48257613182,7.19946599007,True,0.717344999313,0.0,4.0,43,0,True,0.69314718056,0.0
ti03,b,12,2,hue,0,6,False,False,hue,hue,green,left,False,easy,hard,0.68,0.41,0.18,0.09,0.68,0.18,0,0.0,False,17.0,12.26,12.96,True,easy,hard,0.09,0.41,12.2509720325,12.9678840637,True,0.704138040543,1.0,9.0,43,0,True,1.09861228867,0.0
ti03,b,12,3,hue,1,5,False,True,hue,hue,red,right,False,easy,hard,0.32,0.59,0.18,0.09,0.32,0.18,4,2.88,False,23.0,16.58,17.28,False,easy,hard,0.09,0.59,16.5689001083,17.2857980728,True,0.616930961609,0.0,4.0,37,0,True,1.38629436112,0.69314718056
ti03,b,12,4,hue,1,5,False,False,hue,hue,green,left,False,easy,easy,0.68,0.28,0.18,0.22,0.68,0.18,4,2.88,False,33.0,23.78,24.48,True,easy,easy,0.22,0.28,23.7708470821,24.4880349636,True,0.667400836945,1.0,9.0,40,0,True,1.60943791243,1.09861228867
ti03,b,12,5,ori,1,4,True,True,ori,ori,red,right,False,easy,hard,0.32,0.59,0.18,0.09,0.59,0.09,1,0.72,False,43.0,30.98,31.68,True,hard,easy,0.18,0.32,30.9566731453,31.689964056,False,1.73379397392,0.0,4.0,104,0,True,0.0,1.38629436112
ti03,b,12,6,hue,0,6,True,True,hue,hue,red,left,True,hard,hard,0.47,0.41,0.03,0.09,0.47,0.03,2,1.44,False,50.0,36.02,36.72,False,hard,hard,0.09,0.41,35.9916059971,36.7248330116,False,2.0998878479,1.0,9.0,126,0,True,0.0,0.0
ti03,b,12,7,ori,1,4,True,True,ori,ori,green,left,False,hard,hard,0.53,0.41,0.03,0.09,0.41,0.09,0,0.0,False,58.0,41.78,42.48,False,hard,hard,0.03,0.53,41.7597351074,42.4934899807,True,0.852301120758,0.0,4.0,52,0,True,0.0,0.0
ti03,b,12,8,ori,0,3,False,True,ori,ori,green,left,False,easy,hard,0.68,0.41,0.18,0.09,0.41,0.09,1,0.72,False,64.0,46.1,46.8,False,hard,easy,0.18,0.68,46.0778980255,46.8113601208,True,0.750087022781,0.0,4.0,45,0,True,0.69314718056,0.0
ti03,b,12,9,ori,1,4,False,True,ori,ori,red,right,False,hard,hard,0.47,0.59,0.03,0.09,0.59,0.09,3,2.16,False,71.0,51.14,51.84,True,hard,hard,0.03,0.47,51.1294400692,51.8459610939,True,1.88598680496,1.0,9.0,114,0,True,1.09861228867,0.0
ti03,b,12,10,ori,1,4,False,False,ori,ori,green,right,True,hard,easy,0.53,0.72,0.03,0.22,0.72,0.22,2,1.44,False,80.0,57.62,58.32,True,easy,hard,0.03,0.53,57.5978050232,58.3314940929,False,2.20013308525,0.0,4.0,132,0,True,1.38629436112,0.69314718056
ti03,b,12,11,ori,1,4,False,False,ori,ori,green,right,True,easy,hard,0.68,0.59,0.18,0.09,0.59,0.09,0,0.0,False,88.0,63.38,64.08,True,hard,easy,0.18,0.68,63.3663511276,64.083245039,True,0.868319034576,1.0,9.0,52,0,True,1.60943791243,1.09861228867
ti03,b,12,12,ori,0,3,False,True,ori,ori,green,right,True,easy,easy,0.68,0.72,0.18,0.22,0.72,0.22,1,0.72,False,94.0,67.7,68.4,True,easy,easy,0.18,0.68,67.6841061115,68.4013199806,True,0.750721216202,1.0,9.0,45,0,True,1.79175946923,1.38629436112
ti03,b,12,13,hue,1,5,True,True,hue,hue,green,right,True,hard,easy,0.53,0.72,0.03,0.22,0.53,0.03,1,0.72,False,101.0,72.74,73.44,True,hard,easy,0.22,0.72,72.7190959454,73.4526431561,True,1.51749396324,1.0,9.0,91,0,True,0.0,1.60943791243
ti03,b,12,14,ori,0,3,True,True,ori,ori,green,right,True,easy,hard,0.68,0.59,0.18,0.09,0.59,0.09,0,0.0,False,108.0,77.78,78.48,True,hard,easy,0.18,0.68,77.770471096,78.4875819683,True,1.9014840126,1.0,9.0,114,0,True,0.0,0.0
